family,variant,title,accession,length,brazil_filter,recent_filter
blaVIM,,"Pseudomonas aeruginosa strain 2025GO-00473, whole genome shotgun sequencing project",ACBHIZ000000000.1,124,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2025ZN-02206, whole genome shotgun sequencing project",ACAZMR000000000.1,152,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00698 isolate IDR2500063409-01-00, whole genome shotgun sequencing project",ACAWIQ000000000.1,220,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00709 isolate IDR2500064863-01-00, whole genome shotgun sequencing project",ACAWIT000000000.1,211,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2025SY-00271, whole genome shotgun sequencing project",ACAUJX000000000.1,87,False,False
blaVIM,,"Enterobacter hormaechei isolate 2025ZN-01960, whole genome shotgun sequencing project",ACATXE000000000.1,142,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2021SY-00035, whole genome shotgun sequencing project",ABEVDB000000000.4,122,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022JQ-00627, whole genome shotgun sequencing project",ABKNRD000000000.4,79,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00629 isolate IDR2500057353-01-00, whole genome shotgun sequencing project",ACAJZL000000000.1,225,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00590 isolate IDR2500053150-01-00, whole genome shotgun sequencing project",ACAFKV000000000.1,339,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2020HL-00723, whole genome shotgun sequencing project",ABEURN000000000.4,192,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2023HL-00177, whole genome shotgun sequencing project",ABKYBS000000000.4,202,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022BM-00163, whole genome shotgun sequencing project",ABILJA000000000.4,95,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022CK-00609, whole genome shotgun sequencing project",ABJKQS000000000.4,110,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2022HL-01965, whole genome shotgun sequencing project",ABJYTZ000000000.4,257,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2023GN-00142, whole genome shotgun sequencing project",ABKSEL000000000.4,97,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023KU-00033, whole genome shotgun sequencing project",ABLGHG000000000.4,125,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2022HL-01775, whole genome shotgun sequencing project",ABIIPY000000000.4,246,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022KU-00414, whole genome shotgun sequencing project",ABKASQ000000000.4,166,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023BM-00037, whole genome shotgun sequencing project",ABLINN000000000.4,105,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023BM-00001, whole genome shotgun sequencing project",ABKLRT000000000.4,104,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022BM-00167, whole genome shotgun sequencing project",ABLMTT000000000.4,100,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022CK-00463, whole genome shotgun sequencing project",ABHWBF000000000.4,116,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2023HL-00247, whole genome shotgun sequencing project",ABLDVW000000000.4,302,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2022HL-01738, whole genome shotgun sequencing project",ABIHSC000000000.4,287,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023KU-00032, whole genome shotgun sequencing project",ABLFXD000000000.4,149,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022BM-00165, whole genome shotgun sequencing project",ABILIY000000000.4,86,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022CK-00517, whole genome shotgun sequencing project",ABIQHR000000000.4,125,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023GO-0058, whole genome shotgun sequencing project",ABLNIQ000000000.4,137,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023BM-00026, whole genome shotgun sequencing project",ABKWJG000000000.4,88,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023KU-00008, whole genome shotgun sequencing project",ABLCKG000000000.4,138,False,False
blaVIM,,"Pseudomonas aeruginosa strain 2023HL-00185, whole genome shotgun sequencing project",ABKYGI000000000.4,201,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2022CK-00836, whole genome shotgun sequencing project",ABKENB000000000.4,138,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2023BM-00010, whole genome shotgun sequencing project",ABKNJB000000000.4,90,False,False
blaVIM,,"Pseudomonas aeruginosa isolate 2026KU-00076, whole genome shotgun sequencing project",ACCTLK000000000.1,150,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01150 isolate IDR2600012893-01-02, whole genome shotgun sequencing project",ACCRUN000000000.1,449,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa strain P.aruginosa_PF034 isolate PF034_pae, whole genome shotgun sequencing project",DBMSPD000000000.1,187,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01074 isolate IDR2000007496-01-02, whole genome shotgun sequencing project",ACCKHY000000000.1,304,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01073 isolate IDR2000007491-01-08, whole genome shotgun sequencing project",ACCKHU000000000.1,198,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01072 isolate IDR2000007484-01-02, whole genome shotgun sequencing project",ACCKHN000000000.1,309,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01071 isolate IDR2000007293-01-00, whole genome shotgun sequencing project",ACCKHH000000000.1,305,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01070 isolate IDR1900063360-01-00, whole genome shotgun sequencing project",ACCKHG000000000.1,257,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2026HL-01023 isolate IDR2500092137-01-00, whole genome shotgun sequencing project",ACCBPS000000000.1,296,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025GO-00584, whole genome shotgun sequencing project",ACBPDR000000000.1,132,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2025DK-00408, whole genome shotgun sequencing project",ACBOLH000000000.1,132,False,True
blaVIM,,"Klebsiella variicola subsp. variicola O117D2 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-96, complete CDS",NG_245843.1,801,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00820 isolate IDR2500076192-01-00, whole genome shotgun sequencing project",ACBIDD000000000.1,248,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025GO-00473, whole genome shotgun sequencing project",ACBHIZ000000000.1,124,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2025ZN-02206, whole genome shotgun sequencing project",ACAZMR000000000.1,152,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00698 isolate IDR2500063409-01-00, whole genome shotgun sequencing project",ACAWIQ000000000.1,220,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00709 isolate IDR2500064863-01-00, whole genome shotgun sequencing project",ACAWIT000000000.1,211,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2025SY-00271, whole genome shotgun sequencing project",ACAUJX000000000.1,87,False,True
blaVIM,,"Enterobacter hormaechei isolate 2025ZN-01960, whole genome shotgun sequencing project",ACATXE000000000.1,142,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00629 isolate IDR2500057353-01-00, whole genome shotgun sequencing project",ACAJZL000000000.1,225,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00590 isolate IDR2500053150-01-00, whole genome shotgun sequencing project",ACAFKV000000000.1,339,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00570 isolate IDR2500050857-02-00, whole genome shotgun sequencing project",ACAETD000000000.1,268,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2025BB-00218, whole genome shotgun sequencing project",ACAAYB000000000.1,102,False,True
blaVIM,,"Serratia marcescens isolate 2020QG-00117, whole genome shotgun sequencing project",ABQICT000000000.2,123,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00451 isolate IDR2500038311-01-00, whole genome shotgun sequencing project",ABZHZM000000000.1,374,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR03338, whole genome shotgun sequencing project",DBIRWL000000000.1,100,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR02930-PPP, whole genome shotgun sequencing project",DBIRUY000000000.1,105,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00398 isolate IDR2500032195-01-00, whole genome shotgun sequencing project",ABYZGA000000000.1,441,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa strain PA_ 79 isolate Bacterium, whole genome shotgun sequencing project",DBIHLH000000000.1,355,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa strain PJK40, whole genome shotgun sequencing project",DBIGZV000000000.1,98,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate B21-15_S147, whole genome shotgun sequencing project",DBICHX000000000.1,206,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00289 isolate IDR2500027667-01-00, whole genome shotgun sequencing project",ABYRPE000000000.1,446,False,True
blaVIM,,"TPA_asm: Escherichia coli isolate 13772, whole genome shotgun sequencing project",DBHNQQ000000000.1,190,False,True
blaVIM,,"Pseudomonas aeruginosa NRZ-99524 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-95, complete CDS",NG_244659.1,801,False,True
blaVIM,,"Pseudomonas aeruginosa 23-127396-01 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-94, complete CDS",NG_244658.1,801,False,True
blaVIM,,"Enterobacter cloacae complex sp. RIVM_C089126 blaVIM gene for subclass B1 metallo-beta-lactamase VIM-93, complete CDS",NG_244657.1,801,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2023KU-00388, whole genome shotgun sequencing project",ABYGMT000000000.1,238,False,True
blaVIM,,"Pseudomonas aeruginosa isolate 2024KU-00019, whole genome shotgun sequencing project",ABYGMK000000000.1,95,False,True
blaVIM,,"TPA_asm: Escherichia coli isolate AMR02447, whole genome shotgun sequencing project",DBGGIP000000000.1,190,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR02933, whole genome shotgun sequencing project",DBGGHS000000000.1,127,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR02866, whole genome shotgun sequencing project",DBGGGQ000000000.1,113,False,True
blaVIM,,"TPA_asm: Citrobacter freundii isolate AMR02512, whole genome shotgun sequencing project",DBGGDD000000000.1,87,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR02684, whole genome shotgun sequencing project",DBGFQQ000000000.1,98,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR03141, whole genome shotgun sequencing project",DBGFGJ000000000.1,116,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR03142, whole genome shotgun sequencing project",DBGFGI000000000.1,125,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR03138, whole genome shotgun sequencing project",DBGFGE000000000.1,122,False,True
blaVIM,,"TPA_asm: Pseudomonas aeruginosa isolate AMR02939, whole genome shotgun sequencing project",DBGFEM000000000.1,131,False,True
blaVIM,,"TPA_asm: Citrobacter freundii isolate AMR02490-P, whole genome shotgun sequencing project",DBGEUL000000000.1,103,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00088 isolate IDR2500005390-01-03, whole genome shotgun sequencing project",ABYBNX000000000.1,321,False,True
blaVIM,,"Pseudomonas aeruginosa strain 2025HL-00104 isolate IDR2500007438-01-00, whole genome shotgun sequencing project",ABYBNW000000000.1,444,False,True
blaVIM,,"Uncultured bacterium clone SoRC2 VIM family beta-lactamase (blaVIM) gene, partial cds",MN997082.1,309,True,False
blaVIM,,"Mixed culture bacterium isolate S2 VIM family beta-lactamase (blaVIM) gene, partial cds",MN182584.1,324,True,False
blaVIM,,"Mixed culture bacterium isolate S1 VIM family beta-lactamase (blaVIM) gene, partial cds",MN182565.1,330,True,False
blaIMP,,"Pseudomonas aeruginosa 1207312 unknown blaIMP gene for subclass B1 metallo-beta-lactamase IMP-56, complete CDS",NG_049218.1,741,False,False
blaIMP,,"Acinetobacter baumannii 56 unknown blaIMP gene for subclass B1 metallo-beta-lactamase IMP-55, complete CDS",NG_049217.1,741,False,False
blaIMP,,"Pseudomonas aeruginosa DR26420/08 blaIMP gene for subclass B1 high level metallo-beta-lactamase IMP-26, complete CDS",NG_049190.1,861,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2026CB-00001, whole genome shotgun sequencing project",ACCPCJ000000000.1,200,False,False
blaIMP,,"Klebsiella grimontii strain INSA57166 Ko57166_S15p_257, whole genome shotgun sequence",NZ_JAWDFR010000257.1,875,False,False
blaIMP,,"Pseudomonas aeruginosa TH002-371 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-36, complete CDS",NG_245871.1,741,False,False
blaIMP,,"TPA_asm: Escherichia coli strain GR101 isolate FUJ03003, whole genome shotgun sequencing project",DBLBTN000000000.1,117,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2025BB-00332, whole genome shotgun sequencing project",ACBHGX000000000.1,138,False,False
blaIMP,,"Providencia stuartii isolate 2025ZN-02207, whole genome shotgun sequencing project",ACAZLM000000000.1,118,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa strain GR030, whole genome shotgun sequencing project",DBKKZS000000000.1,219,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CPO154, whole genome shotgun sequencing project",DBKFIW000000000.1,245,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CPO523, whole genome shotgun sequencing project",DBKFFY000000000.1,143,False,False
blaIMP,,"Proteus mirabilis isolate 2020LN-00047, whole genome shotgun sequencing project",AAXSIL000000000.4,36,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2020CK-00142, whole genome shotgun sequencing project",ABEUTT000000000.4,168,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00256, whole genome shotgun sequencing project",ACAEBY000000000.1,100,False,False
blaIMP,,"Pseudomonas aeruginosa strain AR_0103 scaffold00002, whole genome shotgun sequence",NZ_MPBP01000002.1,614652,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00248, whole genome shotgun sequencing project",ACADST000000000.1,98,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2022QG-00022, whole genome shotgun sequencing project",ABOHKK000000000.3,119,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2020QG-00093, whole genome shotgun sequencing project",ABODAT000000000.3,114,False,False
blaIMP,,"Proteus mirabilis isolate 2020LN-00052, whole genome shotgun sequencing project",AAXSIQ000000000.4,34,False,False
blaIMP,,"TPA_asm: Enterobacter roggenkampii isolate TU-2733, whole genome shotgun sequencing project",DBJLEK000000000.1,92,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00187, whole genome shotgun sequencing project",ABZUCM000000000.1,99,False,False
blaIMP,,"Proteus mirabilis isolate 2019KU-00051, whole genome shotgun sequencing project",ABDOHU000000000.4,424,False,False
blaIMP,,"TPA_asm: Enterobacter hormaechei subsp. steigerwaltii strain ECC_Tokyo22, whole genome shotgun sequencing project",DBJJOG000000000.1,145,False,False
blaIMP,,"TPA_asm: Enterobacter hormaechei subsp. hoffmannii strain ECC_66, whole genome shotgun sequencing project",DBJJNK000000000.1,91,False,False
blaIMP,,"Enterobacter asburiae 23-004-0085 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-109, complete CDS",NG_245169.1,741,False,False
blaIMP,,"Citrobacter amalonaticus 23-004-0028 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-108, complete CDS",NG_245168.1,741,False,False
blaIMP,,"Enterobacter hormaechei 20-004-0158 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-107, complete CDS",NG_245167.1,741,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CRPAZU007, whole genome shotgun sequencing project",DBINAF000000000.1,136,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWRZ000000000.1,102,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWRM000000000.1,103,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWQE000000000.1,104,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Urine, whole genome shotgun sequencing project",DBHPDM000000000.1,218,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Urine, whole genome shotgun sequencing project",DBHOXD000000000.1,208,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Diverse, whole genome shotgun sequencing project",DBHOXH000000000.1,128,False,False
blaIMP,,"Pseudomonas aeruginosa PA_Bol125 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-111, complete CDS",NG_244515.1,741,False,False
blaIMP,,"Pseudomonas aeruginosa ST179 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-110, complete CDS",NG_244514.1,747,False,False
blaIMP,,"Pseudomonas aeruginosa strain PALA20 chromosome, complete genome",NZ_CP107064.1,7003703,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2025DK-00021, whole genome shotgun sequencing project",ABXLUJ000000000.1,146,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2024BB-00191, whole genome shotgun sequencing project",ABWXXT000000000.1,200,False,False
blaIMP,,"Pseudomonas aeruginosa ND blaIMP gene for subclass B1 metallo-beta-lactamase IMP-106, complete CDS",NG_244120.1,741,False,False
blaIMP,,"TPA_asm: Klebsiella planticola strain KLO00142, whole genome shotgun sequencing project",DBDCTA000000000.1,116,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate AZPAE14702, whole genome shotgun sequencing project",DBBQFH000000000.1,225,False,False
blaIMP,,"TPA_asm: Pseudomonas aeruginosa strain ARGA00310, whole genome shotgun sequencing project",DAZYYW000000000.1,151,False,False
blaIMP,,"Pseudomonas aeruginosa 22-111894-01 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-105, complete CDS",NG_243588.1,732,False,False
blaIMP,,"Pseudomonas alloputida 2411950 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-104, complete CDS",NG_243468.1,741,False,False
blaIMP,,"TPA_asm: Escherichia coli isolate THUN81, whole genome shotgun sequencing project",DAXQAM000000000.1,141,False,False
blaIMP,,"TPA_asm: Escherichia coli isolate THUN185, whole genome shotgun sequencing project",DAXQAK000000000.1,94,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00262, whole genome shotgun sequencing project",ABVUIS000000000.1,106,False,False
blaIMP,,"Providencia rettgeri isolate 2024QG-00224, whole genome shotgun sequencing project",ABULQW000000000.1,64,False,False
blaIMP,,"Pseudomonas aeruginosa isolate 2026CB-00001, whole genome shotgun sequencing project",ACCPCJ000000000.1,200,False,True
blaIMP,,"Pseudomonas aeruginosa TH002-371 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-36, complete CDS",NG_245871.1,741,False,True
blaIMP,,"TPA_asm: Escherichia coli strain GR101 isolate FUJ03003, whole genome shotgun sequencing project",DBLBTN000000000.1,117,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2025BB-00332, whole genome shotgun sequencing project",ACBHGX000000000.1,138,False,True
blaIMP,,"Providencia stuartii isolate 2025ZN-02207, whole genome shotgun sequencing project",ACAZLM000000000.1,118,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa strain GR030, whole genome shotgun sequencing project",DBKKZS000000000.1,219,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CPO154, whole genome shotgun sequencing project",DBKFIW000000000.1,245,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CPO523, whole genome shotgun sequencing project",DBKFFY000000000.1,143,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00256, whole genome shotgun sequencing project",ACAEBY000000000.1,100,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00248, whole genome shotgun sequencing project",ACADST000000000.1,98,False,True
blaIMP,,"TPA_asm: Enterobacter roggenkampii isolate TU-2733, whole genome shotgun sequencing project",DBJLEK000000000.1,92,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2025QG-00187, whole genome shotgun sequencing project",ABZUCM000000000.1,99,False,True
blaIMP,,"TPA_asm: Enterobacter hormaechei subsp. steigerwaltii strain ECC_Tokyo22, whole genome shotgun sequencing project",DBJJOG000000000.1,145,False,True
blaIMP,,"TPA_asm: Enterobacter hormaechei subsp. hoffmannii strain ECC_66, whole genome shotgun sequencing project",DBJJNK000000000.1,91,False,True
blaIMP,,"Enterobacter asburiae 23-004-0085 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-109, complete CDS",NG_245169.1,741,False,True
blaIMP,,"Citrobacter amalonaticus 23-004-0028 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-108, complete CDS",NG_245168.1,741,False,True
blaIMP,,"Enterobacter hormaechei 20-004-0158 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-107, complete CDS",NG_245167.1,741,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate CRPAZU007, whole genome shotgun sequencing project",DBINAF000000000.1,136,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWRZ000000000.1,102,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWRM000000000.1,103,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate P. aeruginosa, whole genome shotgun sequencing project",DBHWQE000000000.1,104,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Urine, whole genome shotgun sequencing project",DBHPDM000000000.1,218,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Urine, whole genome shotgun sequencing project",DBHOXD000000000.1,208,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate Diverse, whole genome shotgun sequencing project",DBHOXH000000000.1,128,False,True
blaIMP,,"Pseudomonas aeruginosa PA_Bol125 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-111, complete CDS",NG_244515.1,741,False,True
blaIMP,,"Pseudomonas aeruginosa ST179 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-110, complete CDS",NG_244514.1,747,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2025DK-00021, whole genome shotgun sequencing project",ABXLUJ000000000.1,146,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024BB-00191, whole genome shotgun sequencing project",ABWXXT000000000.1,200,False,True
blaIMP,,"Pseudomonas aeruginosa ND blaIMP gene for subclass B1 metallo-beta-lactamase IMP-106, complete CDS",NG_244120.1,741,False,True
blaIMP,,"TPA_asm: Klebsiella planticola strain KLO00142, whole genome shotgun sequencing project",DBDCTA000000000.1,116,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa isolate AZPAE14702, whole genome shotgun sequencing project",DBBQFH000000000.1,225,False,True
blaIMP,,"TPA_asm: Pseudomonas aeruginosa strain ARGA00310, whole genome shotgun sequencing project",DAZYYW000000000.1,151,False,True
blaIMP,,"Pseudomonas aeruginosa 22-111894-01 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-105, complete CDS",NG_243588.1,732,False,True
blaIMP,,"Pseudomonas alloputida 2411950 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-104, complete CDS",NG_243468.1,741,False,True
blaIMP,,"TPA_asm: Escherichia coli isolate THUN81, whole genome shotgun sequencing project",DAXQAM000000000.1,141,False,True
blaIMP,,"TPA_asm: Escherichia coli isolate THUN185, whole genome shotgun sequencing project",DAXQAK000000000.1,94,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00262, whole genome shotgun sequencing project",ABVUIS000000000.1,106,False,True
blaIMP,,"Providencia rettgeri isolate 2024QG-00224, whole genome shotgun sequencing project",ABULQW000000000.1,64,False,True
blaIMP,,"Pseudomonas aeruginosa isolate BWH_84_P_aer, whole genome shotgun sequencing project",ABTLPF000000000.1,128,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00140, whole genome shotgun sequencing project",ABTAHS000000000.1,86,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00138, whole genome shotgun sequencing project",ABSWXG000000000.1,114,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024CW-00007, whole genome shotgun sequencing project",ABSFCV000000000.1,173,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00071, whole genome shotgun sequencing project",ABRNEI000000000.1,138,False,True
blaIMP,,"Pseudomonas aeruginosa strain 2024GN-00080, whole genome shotgun sequencing project",ABQWRA000000000.1,156,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024CB-00152, whole genome shotgun sequencing project",ABQOCI000000000.1,235,False,True
blaIMP,,"Pseudomonas aeruginosa isolate 2024QG-00058, whole genome shotgun sequencing project",ABQLKD000000000.1,95,False,True
blaIMP,CARB-026,"Serratia marcescens CIM-Carb-026 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-50, complete CDS",NG_242292.1,941,False,True
blaIMP,,"Pseudomonas alcaligenes HD11716 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-101, complete CDS",NG_242291.1,741,False,True
blaIMP,,"Pseudomonas aeruginosa 1714568 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-74, complete CDS",NG_057606.1,741,True,False
blaIMP,,"Pseudomonas aeruginosa 1128657 blaIMP gene for subclass B1 metallo-beta-lactamase IMP-49, complete CDS",NG_049211.1,741,True,False
blaIMP,,"Pseudomonas aeruginosa blaIMP gene for subclass B1 metallo-beta-lactamase IMP-16, complete CDS",NG_049179.1,941,True,False
blaGES,,"Pseudomonas aeruginosa YTSY4 unknown blaGES gene for extended-spectrum class A beta-lactamase GES-44, complete CDS",NG_070735.1,864,False,False
blaGES,,"Pseudomonas aeruginosa E215 unknown blaGES gene for extended-spectrum class A beta-lactamase GES-23, complete CDS",NG_049126.1,864,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-3, whole genome shotgun sequencing project",DBMYGP000000000.1,233,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-1, whole genome shotgun sequencing project",DBMYGM000000000.1,301,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-2, whole genome shotgun sequencing project",DBMYGO000000000.1,144,False,False
blaGES,,"TPA_asm: Pseudomonas aeruginosa isolate CVICU 6-4, whole genome shotgun sequencing project",DBMYGI000000000.1,257,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2026CK-00153, whole genome shotgun sequencing project",ACCKKV000000000.1,166,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2026CK-00099, whole genome shotgun sequencing project",ACCGKR000000000.1,102,False,False
blaGES,,"Pseudomonas aeruginosa isolate 2025CJ-00205, whole genome shotgun sequencing project",ACCDJE000000000.1,138,False,False
blaGES,,"Pseudomonas aeruginosa 2513247 blaGES gene for class A beta-lactamase GES-70, complete CDS",NG_245870.1,864,False,False
blaGES,,"TPA_asm: Enterobacter asburiae isolate TU4007, whole genome shotgun sequencing project",DBLKYB000000000.1,124,False,False
blaGES,,"Acinetobacter baumannii isolate 2025JQ-00288, whole genome shotgun sequencing project",ACBOVH000000000.1,87,False,False
